date,user,text
13/10/2022 23:47,DjidjiIzo,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/zZGwc0VuZL"
13/10/2022 23:47,bettapatua,"Presiden Joko Widodo meninjau langsung penyuntikan perdana vaksin buatan Bio Farma tersebut di PT Bio Farma (Persero), Kota Bandung, 13 Oktober 2022. IndoVac merupakan vaksin Covid-19 berbasis teknologi subunit rekombinan protein yang diproduksi oleh PT Bio Farma (Persero).
"
13/10/2022 23:47,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/Z6DgNJEVXN"
13/10/2022 23:47,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/Qj868ctQrH"
13/10/2022 23:47,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/uFIjBgZz9P"
13/10/2022 23:47,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/b3Jj1HGdFP"
13/10/2022 23:47,kabarkotadotcom,Indonesia Bakal Gunakan Vaksin Covid-19 Produksi Dalam Negeri untuk Booster https://t.co/ciiDMe7zE2 https://t.co/47M0B1m6vZ
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/GPAutrBkzu"
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/CQv9qph1p0"
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/4Sasm8lyYT"
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/037ouSGP2o"
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/4bJrHRB5kR"
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/pw4MAM58aO"
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/4PmhGLbBJA"
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/z5es8wksBK"
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/7zYYFe50ge"
13/10/2022 23:46,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/xA5ImsdAu6"
13/10/2022 23:45,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/oXayUJV2qQ"
13/10/2022 23:45,DeonnaBrendal18,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/vjLeoscnOs"
13/10/2022 23:45,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/Mp0l7nXbN9"
13/10/2022 23:45,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/63lRLe5zhE"
13/10/2022 23:45,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/pxcdgVJLe5"
13/10/2022 23:45,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/B4JFJLOUQW"
13/10/2022 23:45,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/INAl7cdhcD"
13/10/2022 23:45,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/2muLE99VhY"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/EpvzNpug1s"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/XX74r5pn6x"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/WBq9MUer4X"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/Ss9oR9Uwde"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/1GCMJI817w"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/gSY8BNGZcL"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/gePUS5Cnjl"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/JacoR1Lhyr"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/As6Bs4JnUk"
13/10/2022 23:44,ginariyaniii,"BUMN mengembangkan Vaksin Covid-19 sendiri.
#JokowiErickVaksinRI
#VaksinBuatanIndonesia
#KerjaFokusDanTuntas https://t.co/0WHEgemUIH"
13/10/2022 23:43,diamkamuya,"Covid aja baru mulai 2020 bude, vaksin baru ada 2021, baru setahunan, gimana bisa yang umur 2 sampe 3 tahun wkwk
"
13/10/2022 23:43,chaterine_8,"RT @Ruhi_Ruhi17: Kamis, 13 Oktober 2022
Indonesia resmi meluncurkan dan Penyuntikan Perdana Vaksin IndoVac di Bio Farma, Bandung.
IndoVac aâ¦"
13/10/2022 23:39,HildaPratiwi23,"Misi Diam-diam Jokowi Membanggakan! Indonesia Kini Produksi Vaksin Covid Indovac dalam 1,5 Tahun.

Favorite Pop Duo or Group jimin live #AniesGabenerPembohong
"
13/10/2022 23:30,ElshintaTegal_,"Satgas COVID-19: 64,17 juta orang dapatkan vaksin penguat

https://t.co/hhnGkj9SMw"
13/10/2022 23:25,haluanharian,"IndoVac Resmi Meluncur, Indonesia Bakal Setop Impor Vaksin Covid-19? https://t.co/mjMyaXATOy"
13/10/2022 23:21,DiriSandaran,"Jokowi resmi meluncurkan vaksin Covid-19 IndoVac produksi dalam negeri, PT Bio Farma (Persero) di Bandungâ¦ https://t.co/y0Px0LhD1b"
13/10/2022 23:20,jawapos,Cadangan Stok Vaksin Covid-19 di Jogjakarta Kosong https://t.co/b1KZxTMGYW
13/10/2022 23:20,cinghue88,"RT @bdleonanda: Albert Bourla, CEO Pfizer, baru-baru ini menarik diri dari sidang di hadapan komite Covid-19 pada 10 Oktober yang mengungkaâ¦"
13/10/2022 23:20,cinghue88,"RT @bdleonanda: Rob Roos, anggota parlemen Eropa Belanda, menggambarkan pengakuan menakjubkan dari seorang eksekutif Pfizer di video bahwaâ¦"
13/10/2022 23:13,thmskr_,"RT @erickthohir: Vaksin âIndoVacâ adalah pemberian nama Presiden @jokowi. Vaksin karya anak bangsa dengan bahan baku lokal, hari ini diluncâ¦"
13/10/2022 23:13,miharja_ozzy,RT @AZHARFRS: Ada loh yang udah vaksin sampe empat dosis tp akhirnya ttp positif covid berkali-kali ððð
13/10/2022 23:11,eko_tarsisius,"RT @biofarmaID: Setelah meluncurkan vaksin Covid-19 IndoVac, Presiden @jokowi meninjau langsung penyuntikan perdana vaksin buatan Bio Farmaâ¦"
13/10/2022 23:09,Cicii865,"Jokowi mengatakan, Bio Farma mampu memproduksi vaksin Covid-19 dengan kapasitas sekitar 20 juta dosis pada tahun ini #PerkuatKeutuhanNKRI #AwasPropkasiKUHP
"
13/10/2022 23:09,ciaa496,"Jokowi mengatakan, Bio Farma mampu memproduksi vaksin Covid-19 dengan kapasitas sekitar 20 juta dosis pada tahun inâ¦ https://t.co/u1wsjbAumB"
13/10/2022 23:08,cattt609,"Jokowi resmi meluncurkan vaksin Covid-19 IndoVac produksi dalam negeri, PT Bio Farma (Persero) di Bandung #PerkuatKeutuhanNKRI #UtangTerkendali
"
13/10/2022 23:07,Antok114,"RT @Semestabersabd2: Konferensi pers anggota parlemen setelah sidang dengan pFizer, 
Uji klinis vaksin Covid 19 Moderna di mulai pada tahunâ¦"
13/10/2022 23:03,Peetualang,"RT @6undul0h: Selamat atas berdirinya pabrik vaksin Covid 19 berbasis mRNA...

Kemungkinan Covid 19 masih panjaaaang dan lamaaaa hilangnya.â¦"
13/10/2022 23:02,cappvciinos,"Jokowi resmi meluncurkan vaksin Covid-19 IndoVac yang di produksi di dalam negeri, PT Bio Farma (Persero) di Bandunâ¦ https://t.co/gQfR7zdaZn"
13/10/2022 23:02,gelmbel9018,"RT @Naraera1: Presiden @jokowi meluncurkan vaksin covid- 19 buatan Bio farma IndoVac, di Pabrik PT Bio Farma (Persero), Kota Bandung, proviâ¦"
13/10/2022 23:02,Lkkkk21160136,"Presiden Jokowi luncurkan vaksin covid-19  indovac produksi dalam negeri ,PT Bio Farma (Persero) di Bandung.â¦ https://t.co/UMZpzfDcUi"
13/10/2022 23:01,yadiven6,"Jokowi resmi meluncurkan vaksin Covid-19 IndoVac produksi dalam negeri, PT Bio Farma (Persero) di Bandungâ¦ https://t.co/pGRhakKpuJ"
13/10/2022 23:01,Gitak_smp,"Presiden kita yaitu pak Jokowi resmi meluncurkan vaksin Covid-19 IndoVac produksi dalam negeri, PT Bio Farma (Perseâ¦ https://t.co/fNAizV2QyA"
13/10/2022 23:01,Nisa_bnjr,"Jokowi mengatakan, Bio Farma mampu memproduksi vaksin Covid-19 dengan kapasitas sekitar 20 juta dosis pada tahun inâ¦ https://t.co/kMjVNSEkyR"
13/10/2022 23:01,ucinglicious,"Jokowi resmi meluncurkan vaksin Covid-19 IndoVac produksi dalam negeri, PT Bio Farma (Persero) di Bandung yg mampuâ¦ https://t.co/8sdHkeXoFG"
13/10/2022 23:01,Rohana15060177,"Presiden Jokowi meluncur kan vaksin covid-19 indovac produksi dalam negeri , PT Bio Farma di Bandung.â¦ https://t.co/k4OHtY5n4b"
13/10/2022 23:00,Ekspektasi6,Presiden Jokowi resmi meluncurkan vaksin Covid-19 IndoVac produksi dalam negeri PT Bio Farma #PerkuatKeutuhanNKRIâ¦ https://t.co/pSdHRcJX6R
13/10/2022 23:00,devan12496940,"Jokowi resmi meluncurkan vaksin Covid-19 IndoVac produksi dalam negeri, PT Bio Farma (Persero) di Bandung. Jokowi mâ¦ https://t.co/raVpisZLqP"
13/10/2022 23:00,Michell86956075,"Resmi di luncurkan,Vaksin Covid 19 Produksi dalam Negeri PT Bio Farma (Persero) ,yaitu IndoVac.
#PerkuatKeutuhanNKRI https://t.co/PX7tSoKnTR"
12/10/2022 23:58,pakd_im2,"RT @tamim_pardede: tdk bisa dipungkiri bahwa materi dari virus penyebab hiv aids menjadi bahan baku vaksin 'corona' suatu kegilaan
https://â¦"
12/10/2022 23:58,catatankaqihati,"RT @riea_mariska86: Semua vaksin aman dan mampu melindungi masyarakat dari resiko sakit berat bila terpapar virus COVID-19. 

Semua vaksinâ¦"
12/10/2022 23:58,catatankaqihati,"RT @garuda080: Vaksin Covid-19 aman, bermanfaat untuk membentuk kekebalan tubuh terhadap serangan virus Covid-19, bagi yang sudah divaksinâ¦"
12/10/2022 23:55,NanangHaikal,"RT @aimrod: Izin bertanya Mbak Angie, jikalau benar vaksin COVID-19 menggunakan Bluetooth Low Energy, vaksinnya pake chip Bluetooth dari maâ¦"
12/10/2022 23:37,yayyahyon,"@PutraMinangGuci Konteksnya bilang: gak divaksin, bukan ""gak divaksin COVID-19."" Emang vaksin COVID-19 doang?"
12/10/2022 23:33,forjakeu,"RT @garuda080: Untuk warga Yogya Tetap prokes ya!
Pandemi belum usai, apalagi kini ada varian baru omicron BA.4 dan BA.5, penerapan prokesâ¦"
12/10/2022 23:32,dsangg377,"RT @catatankaqihati: #ProkesTangkalCovid jangan tunda lagi!
Vaksin aman untuk kesehatan karena sudah teruji secara klinis oleh pihak terkaiâ¦"
12/10/2022 23:29,bdleonanda,"Albert Bourla, CEO Pfizer, baru-baru ini menarik diri dari sidang di hadapan komite Covid-19 pada 10 Oktober yang mengungkapkan hal yang mengejutkan baru-baru ini  . Pengunduran diri mendadak itu menyusul laporan audit ttg strategi pengadaan vaksin COVID-19 UE.
"
12/10/2022 23:26,catatankaqihati,"#ProkesTangkalCovid jangan tunda lagi!
Vaksin aman untuk kesehatan karena sudah teruji secara klinis oleh pihak terkait.
Ayo lawan covid dgn vaksin dn protokol kesehatan"
12/10/2022 23:25,sinyo182,RT @drpriono1: Vaksin Covid-19 yg dibuat berbasis mRNA dipertanyakan keamanannya karena munculnya banyak laporan KIPI pada jantung. Bahkanâ¦
12/10/2022 23:23,bdleonanda,"Rob Roos, anggota parlemen Eropa Belanda, menggambarkan pengakuan menakjubkan dari seorang eksekutif Pfizer di video bahwa perusahaan tidak memiliki bukti 'vaksin' mRNA-nya mampu menghentikan penularan Covid.
"
12/10/2022 23:22,bdleonanda,"Para Senator Bersiap untuk membakar para petinggi Farmasi Besar setelah pengakuan 'Bom' yang menunjukkan penipuan Vaksin Covid: 'Para CEO Ini Perlu bersaksi di bawah sumpah sebelum Kongres'
"
12/10/2022 23:17,NarangNarangi,RT @detikcom: Pria ini viral menceritakan kisahnya batal nikah karena menolak vaksin COVID-19. Ia merelakan pasangannya dan bersikeras untuâ¦
12/10/2022 23:17,Revenge00810455,"@roseuune #ProkesTangkalCovid

Kunci utama hadapi Covid-19: vaksin dan Prokes"
12/10/2022 23:10,RasyaMahardika7,"Vaksin ampuh cegah penularan Covid-19.
#ProkesTangkalCovid https://t.co/XvhZ5wvkmN"
12/10/2022 23:06,nikenshinra,"Nope, aku ga nyalahin orang yang paham sejarah vaksin terus nolak vaksin paling baru sekarang (covid) karena alasan logis. Yang bikin gaenak hati itu orang2 yang nolak vaksin karena kemakan propaganda teori konspirasi segala macem.
"
12/10/2022 23:06,Anggita_lung,"@forjakeu Vaksin covid-19 aman untuk kesehatan. 
#ProkesTangkalCovid"
12/10/2022 23:05,wolipop,"Pria ini viral menceritakan kisahnya batal nikah karena menolak vaksin COVID-19. Ia merelakan pasangannya dan bersikeras untuk tidak vaksin. Berikut ceritanya.
"
12/10/2022 23:04,detikcom,Pria ini viral menceritakan kisahnya batal nikah karena menolak vaksin COVID-19. Ia merelakan pasangannya dan bersiâ¦ https://t.co/dfaZJO5xa4
12/10/2022 23:03,cholililaah2,"#ProkesTangkalCovid Vaksin sangat berguna bagi membentuk anti body dalam tubuh guna menangkal Covid-19 lhoo gaes jadi jangan takut untuk vaksin
"
12/10/2022 23:01,Rezamorset1,"RT @GratisTerbaik: Survey selesai, hampir 3000 suara dan hasilnya sangat jelas.
Rakyat sudah sangat sadar bahwa vaksin Covid adalah penipuaâ¦"
12/10/2022 23:01,riea_mariska86,"Semua vaksin aman dan mampu melindungi masyarakat dari resiko sakit berat bila terpapar virus COVID-19. 

Semua vaksin yang ada di Indonesia juga efektif melawan berbagai varian virus corona & efektif mengurangi resiko kematian akibat COVID-19.

#ProkesTangkalCovid
"
12/10/2022 23:01,asssskhaa1,"Walaupun sudah menerima vaksin ke 3 atau booster kita tetap harus #ProkesTangkalCovid tau sendiri khan Covid terus aja bermutasi tiada henti lhooo
"
12/10/2022 23:01,MuchengPutra,"Jangan takut untuk Vaksin ya gaess 
Dengan Vaksin keluarga kita akan terlindungi dari Covid-19 #ProkesTangkalCovid https://t.co/adHtpeM7Oc"
12/10/2022 23:01,SalsaCu26116041,"#ProkesTangkalCovid Ini sangat penting untuk memutuskan penyebaran Covid-19 varian Omicron BA.4 dan BA.5 wlaupun sudah dapat vaksin booster
"
12/10/2022 23:00,jawapos,Ribuan Vaksin Covid-19Â  Dikembalikan ke KemenkesÂ  https://t.co/wlneOJyPr7
12/10/2022 23:00,PGeriti,"Siapa nih yang Sampai sekarang belum vaksin Covid ?

#ProkesTangkalCovid https://t.co/oHb1fqA3o1"
12/10/2022 23:00,DestianZiro,"#ProkesTangkalCovid Ini sangat penting untuk memutuskan penyebaran  Covid-19 varian Omicron BA.4 dan BA.5 wlaupun sudah dapat vaksin booster
"
19/10/2022 23:55,MFaishalNazar,RT @_Banyoe: Kebenaran tentang Vaksin Covid akhirnya terungkap di Parlemen Eropa #VaksinPalsu https://t.co/MMhqm7T2db
19/10/2022 23:51,JenJezen292,"RT @_Banyoe: Meski anda dlm kondisi sakit tapi anda memiliki vaksin sesuai ditentukan, anda di izinkan masuk ke KA, lalu apa tujuan Covid Kâ¦"
19/10/2022 23:45,kuputarung,"RT @GratisTerbaik: Memang...tapi Kemenkes baru suntik banyak vaksin 'imunisasi"" kepada anak. Kebetulan?
https://t.co/1D9ewSuTFU"
19/10/2022 23:39,SyairRevolusi,"RT @_Banyoe: Dulu, mereka memfitnah anak-anak menjadi super spreader virus demi mendorong suntikan tdk perlu pada anak kemudian kematian paâ¦"
19/10/2022 23:34,Ary0P,"Bln Agustus lalu ada BIAN (Bulan Imunisasi Anak Nasional) yg masuk ke sekolah2. Itu mulai playgroup <5th jg kena. Bkn covid vax, tp teknologi mRNA bisa saja diujicobakan ke vax anak. Klo obat aja kita hrs baca label, knp urusan vaksin tdk.
"
19/10/2022 23:33,Sanjayaarif4,"Karna adenovirus bukan tipe virus yg beramplop sperti covid jd butuh hitungan bulan untuk bereplikasi dan tumbuh merusak sel ginjal dengan langsung tahap akut, jd wajar aja kemren habis vaksin pada baik2 saja, tp gk tau bbrpa bulan kmudian.
"
19/10/2022 23:31,KatokRombeng,"Indovac Meluncur Menteri BUMN Siap Hentikan Impor Vaksin Covid-19.!!

#WujudkanNKRIKuatMaju https://t.co/7FA14TxA13"
19/10/2022 23:19,KatokRombeng,"Pemerintah Utamakan Penggunaan Vaksin Covid-19 Produksi Dalam Negeri.!!

#WujudkanNKRIKuatMaju https://t.co/5wSceh9XSk"
19/10/2022 23:15,Ikhwanazis89,"@detikcom Mungkin karena ada campuran baru di obat berbentuk sirup kah?
Ada kemungkinan karena komplikasi dengan vaksin covid kah?"
19/10/2022 23:07,mbokewongndeso,Vaksin covid ternyata hanya syarat untuk naik kereta dan pesawat terbang. https://t.co/YAo0kEq6O3
19/10/2022 23:02,reflection_8_,"RT @_Banyoe: Untuk Vaksin Covid anak uji klinisnya dimulai 2021 dan selesai di 2023, knp mrk menuding anak-anak sbgi super spreader virus?â¦"
19/10/2022 22:52,kichuuu_,"ini terasa sekali wktu kmrn naik2nya wabah covid, deh banyak tiba2 jadi dokter dadakan, bcr vaksin, masker, bla bla bla. begitu juga ttg himbauan larangan shalat di masjid, tiba2 banyak jadi ustadz dadakan. padahal ini kapasitasta ini mencernaji, sama belajar, supaya nda dipattol
"
19/10/2022 22:36,halpurwanto,"RT @JLau889: Indonesia negara ANTI SCIENCE?

-negara lain udah cabut syarat vaksin utk transport publik, Indo tetep paksa vaksin
-Pfizer ngâ¦"
19/10/2022 22:36,CaklilH,"Vaksin 1,2 dan booster syarat administrasi...
Walau covid sudah sunyi, aturan tetap wajib vaksin tetap harus di penuhi...
Entahlah sampai kapan terus begini...
"
19/10/2022 22:32,DeeMz29429466,"Hla gambia kan sdh diketahui penyebabnya karena paparan zat tertentu dari obat2an yg diproduksi dari India. Gambia gak menyalahkan vaksin covid kok ??
"
19/10/2022 22:13,kangcilokatuh,RT @detikcom: Mantan Direktur WHO Prof Tjandra Yoga Aditama positif Corona (COVID-19). Ia mengusulkan agar masyarakat mulai divaksin bivaleâ¦
19/10/2022 22:08,FalNdaru,"RT @GratisTerbaik: Sejak September 2021 https://t.co/tg9iRdEscs mempublikasikan data resmi dan ilmiah bahwa vaksin Covid tidak dibutuhkan,â¦"
19/10/2022 22:01,a4our_,"SIRUP - TABLET emang beda Ingredientsnya yak..???

Sama sama obat batuk / sama merek
Sama sama Sanmol/paracetamol/sama merek

Koq jadi Aneh yakkk...??
Koq jadi Panix yakkk...??

PERTANYAAN BESARNYA ADALAH:
ADAKAH KEMUNGKINAN KARNA VAKSIN COVID??? 
????"
19/10/2022 21:42,sing_hehe,"@detikcom Yg kena covid, org lain yg disuruh vaksin ya"
19/10/2022 21:32,jadeitemars,"RT @pattahu: @infotwitwor_ Itu yang ava ungu, pas pandemi tipikal ga percaya covid sama vaksin. Alasannya cuma 1 ""kembali ke herbal""."
19/10/2022 20:44,1st_mate,@detikcom poksan paksin poksan paksin.... woyyy obat covid mana?? diumpetin biar vaksin laku?.
19/10/2022 20:43,maulanarifki,"@X0hm777 @apurplemacaron Shedding apa ? Coba dijelasin..
Ini masih ngomongin vaksin covid kah ?
Dah dibilangin balita ga divaksin covid mas."
19/10/2022 20:33,farahkhairun291,Giliran ada bnyk keluhan KIPI ga ada himbauan ortu menghindari vaksin covid-19 utk anak. Pilih kasih
20/10/2022 23:37,Rahinrasbu,"RT @DokterTifa: Agar Pemangku Kebijakan, Penangggung Jawab, Para Dokter dan Nakes, juga Para Orangtua, perhatian betul thd KIPVI yg terjadiâ¦"
20/10/2022 23:27,catatankaqihati,"RT @Chalatea1: Vaksin aman untuk kesehatan tubuh kita terlindung dari Covid 19
#CekalCovidGunakanMasker https://t.co/hMQuazl6s4"
20/10/2022 23:26,iwanpiliang7,Diduga kuat vaksin. Kapan dihentikan vaksin Covid? Terlebih utk anak??? https://t.co/ybtmogE5ju
20/10/2022 23:24,AlayBerisik,RT @restyca_yah: Vaksin Covid  juga barang cair knp gk disetop penggunaannya om @KemenkesRI ?
20/10/2022 23:23,bundabalqisabel,RT @ad3ira29: Kalo mau tau isi vaksin ini data resmi dr buku imologi &amp; dari modul penanggulangan kipi utk vaksin covid silahkan cari sifatâ¦
20/10/2022 23:21,MarkEsso8,"RT @garuda080: masyarakat dihimbau agar segera divaksin Covid-19 dan jangan mudah percaya akan berita hoax tentang vaksin, karena vaksin inâ¦"
20/10/2022 23:18,Akomeng6,"RT @catatankaqihati: #CekalCovidGunakanMasker Karena pandemi belum berakhir.
Lengkapi juga vaksin mu. Agar kekebalan kelompok bisa terwujudâ¦"
20/10/2022 23:15,MarkEsso8,"RT @KangCendol_33: Meskipun kita sdh menerima dosis vaksin namun ada hal yg hrs kita ingat yakni tetap menerapkan disiplin prokes. 
Hal iniâ¦"
20/10/2022 23:12,DJ_Luvly,"Anak2 yang terjangkit kan belum pada vaksin ?

Kok bisa dikaitkan dng COVID"
20/10/2022 23:12,Revenge00810455,"@forjakeu #CekalCovidGunakanMasker

Dua kunci utama hadapi Covid-19: vaksin dan prokes"
20/10/2022 23:11,RahmadHermawa17,"RT @sensishak: @Tita83079013 Kemarin Pemerintah berikan vaksin covid gratis, harusnya sekarang Pemerintah berikan scan kepala kadrun gratisâ¦"
20/10/2022 23:08,yotsuto_kei,"RT @dr_koko28: Kenapa bukan curiga GGA causa vaksin? (Ada bbrp yang nanya begini)

Angka vaksinasi Covid pada anak masih rendah. Cakupan tiâ¦"
20/10/2022 23:06,LukmanHakim_lah,"boleh je. Cuma ada satu masa time covid tu, socmed semua nak detect and filter word2 mcm covid, hospital, vaksin, utk dia letak alert banner berkenaan covid. Nak kurangkan penyebaran maklumat palsu gitu.

Jadi banyak yg eja tipu2 utk elak sistem dia detect. Tapi takde apa pun ekt
"
20/10/2022 23:04,T1in1i,"Perlunya vaksin untuk membentuk antibodi melawan covid 19 
#CekalCovidGunakanMasker https://t.co/cwPDHuBNc7"
20/10/2022 23:03,Handayan1i,"Perlunya vaksin untuk membentuk antibodi melawan covid 19
#CekalCovidGunakanMasker https://t.co/MdPyAmeDZ5"
20/10/2022 23:03,Nusantara_24,"Dengan  vaksin dan taat prokes anda juga telah menjaga orang lain dari tertular Covid 19
#CekalCovidGunakanMasker https://t.co/eoBGLTrKxv"
15/10/2022 23:55,Aa_Yadi,RT @_Banyoe: Para ahli bingung dengan negara Haiti dimana kasus dan kematian COVID19 Nol pemberian Vaksin Covid Nol. https://t.co/hyd5Uq39IK
15/10/2022 23:55,gentanggentong2,"RT @_Banyoe: Apa yang tidak akan pernah anda dengar di Televisi :

ð­ð¹ Presiden Jovenel Moise 
mati dibunuh dirumah pribadinya karena menyanâ¦"
15/10/2022 23:50,NandaBaskarani,RT @heryawan_g: BUMN menciptakan Vaksin Covid-19 yang di produksi oleh salah satu perusahaan nya yaitu Bio Farma berhasil di luncurkan Vaksâ¦
15/10/2022 23:49,NandaBaskarani,"RT @terbucinz: Bio Farma memproduksi macam-macam vaksin seperti polio, difteri, meningitis, flu, campak, dan sekarang vaksin covid yang diâ¦"
15/10/2022 23:36,sirantai,"RT @drpriono1: Kita bangga @biofarmaID dapat buat vaksin Covid-19, tapi telat vaksin tsb jadi, sebagian besar penduduk sudah divaksinasi. Kâ¦"
15/10/2022 23:36,al_lasan,"RT @Mira_SasMiita: Menteri BUMN Erick Thohir optimis perusahaan pelat merah mampu memproduksi sendiri vaksin Covid-19. Sebab, Bio Farma selâ¦"
15/10/2022 23:31,al_lasan,"RT @zkif50: Vaksin Indovac yg saat ini telah diproduksi oleh Indonesia, membuat Mas @erickthohir optimis bahwa BUMN akan mampu berkontribusâ¦"
15/10/2022 23:30,al_lasan,"RT @Virdhansyah1: Bio Farma memproduksi macam-macam vaksin seperti polio, difteri, meningitis, flu, campak, dan sekarang vaksin covid yangâ¦"
